Course Code,Title,Credits,Attributes,Description,Typically Offered,Sections
LTAM-C 501,ELEMENTARY HAITIAN CREOLE I,3 credits,,"Introduction to Haitian Creole, the vernacular language of Haiti spoken by over nine million people; conversational drills; grammatical explanations and exercises; listening comprehension training; aspects of Haitian culture.",Fall,"Class #: Open | MW
Monday, Wednesday
4:20 PM–5:50 PM
Regular Academic Session
8/25/2025–12/19/2025 | AD A152 | Staff | 8/20
Waitlist 0
Class #: Open | MW
Monday, Wednesday
4:20 PM–5:50 PM
Regular Academic Session
8/25/2025–12/19/2025 | WB WEB | Staff | 10/10
Waitlist 0
Class #: Open | MW
Monday, Wednesday
4:20 PM–5:50 PM
Regular Academic Session
8/25/2025–12/19/2025 | WB WEB | Staff | 10/10
Waitlist 0"
LTAM-C 601,INTERMEDIATE HAITIAN CREOLE I,3 credits,,This is the first semester of the second year of Haitian Creole for graduate students.,Fall,"Class #: Open | MW
Monday, Wednesday
6:10 PM–7:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | BH 216 | Staff | 20/24
Waitlist 0
Class #: Open | MW
Monday, Wednesday
6:10 PM–7:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | WB WEB | Staff | 5/5
Waitlist 0"
LTAM-L 210,"LATIN AMERICA & CARIBBEAN: CULTURES, HISTORIES, AND POLITICS",3 credits,,"Explores the politics and histories of the peoples and cultures of Latin America and the Caribbean, including the Indigenous, African, and European roots and heritages of the Americas. Topics include pre-Columbian civilizations, colonialism, nations and nationalism, multiculturalism, decolonization, slavery, race, empire, sexualities, new religions, emergent cultural communities and identities.","Spring, Fall","Class #: Open | MW
Monday, Wednesday
3:55 PM–5:10 PM
Regular Academic Session
8/25/2025–12/19/2025 | FF 310 | Staff | 28/34
Waitlist 0"
LTAM-L 226,TOPICS IN LATIN AMERICAN STUDIES,3 credits,COLL (CASE) S&H Breadth of Inquiry credit (375); COLL (CASE) S&H Breadth of Inquiry credit (375),An introduction to different aspects of Latin American and Caribbean cultures and societies. Topics will vary.,"Spring, Fall","Class #: Open | TuTh
Tuesday, Thursday
3:00 PM–5:00 PM
Non Standard Session
8/25/2025–12/8/2025 | WB WEB | Staff | 4/5
Waitlist 0"
LTAM-L 226,ELEMENTARY NAHUATL I (TOPICS IN LATIN AMERICAN STUDIES),3 credits,COLL (CASE) S&H Breadth of Inquiry credit (375); COLL (CASE) S&H Breadth of Inquiry credit (375),An introduction to different aspects of Latin American and Caribbean cultures and societies. Topics will vary.,"Spring, Fall","Class #: Open | TuTh
Tuesday, Thursday
3:00 PM–5:00 PM
Non Standard Session
8/25/2025–12/8/2025 | WB WEB | Staff | 4/5
Waitlist 0"
LTAM-L 326,TOPICS IN LATIN AMERICAN STUDIES,3 credits,COLL (CASE) Culture Studies: Global Civ & Culture (187); COLL (CASE) Culture Studies: Global Civ & Culture (187),"An introduction to different aspects of Latin American and/or Caribbean cultures and societies. Focuses on one topic or approach, which will vary. All readings in English.",Fall,"Class #: Open | TuTh
Tuesday, Thursday
3:55 PM–5:10 PM
Regular Academic Session
8/25/2025–12/19/2025 | SB 005 | Patricia Basile | 7/10
Waitlist 0"
LTAM-L 326,INTRODUCTION TO ANDEAN STUDIES (TOPICS IN LATIN AMERICAN STUDIES),3 credits,COLL (CASE) Culture Studies: Global Civ & Culture (187); COLL (CASE) Culture Studies: Global Civ & Culture (187),"An introduction to different aspects of Latin American and/or Caribbean cultures and societies. Focuses on one topic or approach, which will vary. All readings in English.",Fall,"Class #: Open | TuTh
Tuesday, Thursday
3:55 PM–5:10 PM
Regular Academic Session
8/25/2025–12/19/2025 | SB 005 | Patricia Basile | 7/10
Waitlist 0"
LTAM-L 326,SOLIDARITY ECONOMY IN LATIN AMERICA (TOPICS IN LATIN AMERICAN STUDIES),3 credits,COLL (CASE) Culture Studies: Global Civ & Culture (187); COLL (CASE) Culture Studies: Global Civ & Culture (187),"An introduction to different aspects of Latin American and/or Caribbean cultures and societies. Focuses on one topic or approach, which will vary. All readings in English.",Fall,"Class #: Open | TuTh
Tuesday, Thursday
3:55 PM–5:10 PM
Regular Academic Session
8/25/2025–12/19/2025 | SB 005 | Patricia Basile | 7/10
Waitlist 0"
LTAM-L 501,SEMINAR: CONTEMPORARY LATIN AMERICA,3–4 credits,,,"Summer, Fall","Class #: Open | Tu
Tuesday
11:35 AM–1:05 PM
Regular Academic Session
8/25/2025–12/19/2025 | WH 114 | Diana Ojeda | 14/15
Waitlist 0"
LTAM-L 501,SEM : LATIN AMERICAN STUDIES (SEMINAR: CONTEMPORARY LATIN AMERICA),3–4 credits,,,"Summer, Fall","Class #: Open | Tu
Tuesday
11:35 AM–1:05 PM
Regular Academic Session
8/25/2025–12/19/2025 | WH 114 | Diana Ojeda | 14/15
Waitlist 0"
LTAM-L 526,SPECIAL TOPICS IN LATIN AMERICAN AND CARIBBEAN STUDIES,1–4 credits,,"Intensive study and analysis of selected Latin American and Caribbean studies problems of limited scope within an interdisciplinary format. Topics will vary and will ordinarily cut across fields, regions or periods.","Summer, Fall","Class #: Open | TuTh
Tuesday, Thursday
3:55 PM–5:10 PM
Regular Academic Session
8/25/2025–12/19/2025 | SB 005 | Patricia Basile | 4/5
Waitlist 0"
LTAM-L 526,SOLIDARITY ECONOMY IN LATIN AMERICA (SPECIAL TOPICS IN LATIN AMERICAN AND CARIBBEAN STUDIES),1–4 credits,,"Intensive study and analysis of selected Latin American and Caribbean studies problems of limited scope within an interdisciplinary format. Topics will vary and will ordinarily cut across fields, regions or periods.","Summer, Fall","Class #: Open | TuTh
Tuesday, Thursday
3:55 PM–5:10 PM
Regular Academic Session
8/25/2025–12/19/2025 | SB 005 | Patricia Basile | 4/5
Waitlist 0"
LTAM-L 527,LATIN AMERICAN AND CARIBBEAN LANGUAGES,1–4 credits,,"Languages of Latin America and the Caribbean, other than Spanish and Portuguese. The following languages are regularly offered: Nahuatl and Haitian Creole.",Summer,"Class #: Open | TuTh
Tuesday, Thursday
3:00 PM–5:00 PM
Non Standard Session
8/25/2025–12/8/2025 | WB WEB | Staff | 4/5
Waitlist 0"
LTAM-L 527,ELEMENTARY NAHUATL I (LATIN AMERICAN AND CARIBBEAN LANGUAGES),1–4 credits,,"Languages of Latin America and the Caribbean, other than Spanish and Portuguese. The following languages are regularly offered: Nahuatl and Haitian Creole.",Summer,"Class #: Open | TuTh
Tuesday, Thursday
3:00 PM–5:00 PM
Non Standard Session
8/25/2025–12/8/2025 | WB WEB | Staff | 4/5
Waitlist 0"
LTAM-L 727,LATIN AMERICAN AND CARIBBEAN LANGUAGE,3 credits,,Advanced study in one of the less commonly taught languages of Latin America or the Caribbean.,"Summer, Fall","Class #: Open | Regular Academic Session
8/25/2025–12/19/2025 | WB WEB | Quetzil Castaneda | 3/3
Waitlist 0"
LTAM-L 727,ADVANCED QUECHUA IV (LATIN AMERICAN AND CARIBBEAN LANGUAGE),3 credits,,Advanced study in one of the less commonly taught languages of Latin America or the Caribbean.,"Summer, Fall","Class #: Open | Regular Academic Session
8/25/2025–12/19/2025 | WB WEB | Quetzil Castaneda | 3/3
Waitlist 0"
LTAM-L 727,ADVANCED HAITIAN CREOLE (LATIN AMERICAN AND CARIBBEAN LANGUAGE),3 credits,,Advanced study in one of the less commonly taught languages of Latin America or the Caribbean.,"Summer, Fall","Class #: Open | Regular Academic Session
8/25/2025–12/19/2025 | WB WEB | Quetzil Castaneda | 3/3
Waitlist 0"
LTAM-L 727,ADVANCED MAYA (LATIN AMERICAN AND CARIBBEAN LANGUAGE),3 credits,,Advanced study in one of the less commonly taught languages of Latin America or the Caribbean.,"Summer, Fall","Class #: Open | Regular Academic Session
8/25/2025–12/19/2025 | WB WEB | Quetzil Castaneda | 3/3
Waitlist 0"
LTAM-M 101,ELEMENTARY MAYA I,4 credits,IUB GenEd World Language class (113),Introduction to Yucatec Maya language and culture.  Yucatec Maya is an indigenous language of Mexico spoken by close to one million people; basic grammatical structure and vocabulary; conversational drills; and lessons on historical and cultural context.,Fall,"Class #: Open | TuTh
Tuesday, Thursday
12:45 PM–2:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | BH 337 | Quetzil Castaneda | 22/24
Waitlist 0
Class #: Open | TuTh
Tuesday, Thursday
12:45 PM–2:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | WB WEB | Quetzil Castaneda | 5/5
Waitlist 0"
LTAM-M 201,INTERMEDIATE MAYA I,3 credits,IUB GenEd World Language class (113),Development of listening and comprehension skills. More complex grammatical constructions. Deepens understanding of Mayan culture.,Fall,"Class #: Open | TuTh
Tuesday, Thursday
2:20 PM–3:35 PM
Regular Academic Session
8/25/2025–12/19/2025 | BH 332 | Quetzil Castaneda | 24/24
Waitlist 0
Class #: Open | TuTh
Tuesday, Thursday
2:20 PM–3:35 PM
Regular Academic Session
8/25/2025–12/19/2025 | WB WEB | Quetzil Castaneda | 5/5
Waitlist 0"
LTAM-M 501,ELEMENTARY MAYA I,3 credits,,"This is a language, culture and conversation course in Maya. Maya is an indigenous language spoken by approximately one million people in the Yucatán peninsula in México. In this course students learn to read, write, speak, listen, and to create written texts and to converse in Maya.",Fall,"Class #: Open | TuTh
Tuesday, Thursday
12:45 PM–2:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | BH 337 | Quetzil Castaneda | 22/24
Waitlist 0
Class #: Open | TuTh
Tuesday, Thursday
12:45 PM–2:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | WB WEB | Quetzil Castaneda | 5/5
Waitlist 0"
LTAM-M 601,INTERMEDIATE MAYA I,3 credits,,"Intermediate Maya I further develops proficiencies in: listening, speaking, reading, and writing; in-depth analysis of grammar; and understanding of Maya culture. Learning activities include: translation of audio (or video) recordings, translation of authentic Maya texts, and production of written texts and oral dialogues in Maya.",Fall,"Class #: Open | TuTh
Tuesday, Thursday
2:20 PM–3:35 PM
Regular Academic Session
8/25/2025–12/19/2025 | BH 332 | Quetzil Castaneda | 24/24
Waitlist 0
Class #: Open | TuTh
Tuesday, Thursday
2:20 PM–3:35 PM
Regular Academic Session
8/25/2025–12/19/2025 | WB WEB | Quetzil Castaneda | 5/5
Waitlist 0"
LTAM-Q 101,ELEMENTARY QUECHUA I,4 credits,IUB GenEd World Language class (113),"Introduction to Quechua, spoken by over 13 million people across the Andean Nation of South America; basic grammar and vocabulary; an introduction to the culture and history of the Andean region.",Fall,"Class #: Open | TuTh
Tuesday, Thursday
9:00 AM–11:00 AM
Regular Academic Session
8/25/2025–12/19/2025 | WB WEB | Staff | 3/5
Waitlist 0"
LTAM-Q 201,INTERMEDIATE QUECHUA I,3 credits,IUB GenEd World Language class (113),"Focuses on more advanced grammatical constructions, vocabulary building, conversational drills, reading, and writing Quechua texts.",Fall,"Class #: Open | MW
Monday, Wednesday
9:50 AM–11:50 AM
Regular Academic Session
8/25/2025–12/19/2025 | WB WEB | Staff | 1/2
Waitlist 0"
LTAM-Q 501,QUECHUA I,3 credits,,"Introduction to Quechua, spoken by over 13 million people across the Andean Nations of South America; basic grammar and vocabulary; an introduction to the culture and history of the Andean region.",Fall,"Class #: Open | TuTh
Tuesday, Thursday
9:00 AM–11:00 AM
Regular Academic Session
8/25/2025–12/19/2025 | WB WEB | Staff | 3/5
Waitlist 0"
LTAM-Q 601,INTERMEDIATE QUECHUA I,3 credits,,Intermediate Quechua focuses on more advanced grammatical construction; vocabulary building; conversational drills; reading/writing Quechua texts.,Fall,"Class #: Open | MW
Monday, Wednesday
9:50 AM–11:50 AM
Regular Academic Session
8/25/2025–12/19/2025 | WB WEB | Staff | 1/2
Waitlist 0"
LTAM-X 390,INDIVIDUAL STUDY OF A LATIN AMERICAN AND CARIBBEAN LANGUAGE,3 credits,,Advanced study in one of the less commonly taught languages of Latin America or the Caribbean.,"Summer, Fall","Class #: Open | Regular Academic Session
8/25/2025–12/19/2025 |  | Staff | 5/5
Waitlist 0"
LTAM-X 390,ADVANCED LATIN AMERICAN LANGUAGES (INDIVIDUAL STUDY OF A LATIN AMERICAN AND CARIBBEAN LANGUAGE),3 credits,,Advanced study in one of the less commonly taught languages of Latin America or the Caribbean.,"Summer, Fall","Class #: Open | Regular Academic Session
8/25/2025–12/19/2025 |  | Staff | 5/5
Waitlist 0"
LTAM-X 490,UNDERGRADUATE READINGS IN LATIN AMERICAN AND CARIBBEAN STUDIES,1–3 credits,,Designed to accommodate a student's individual interest in those thematic or regional areas in which courses are not offered but in which professors have expertise.,"Spring, Summer, Fall","Class #: Open | Regular Academic Session
8/25/2025–12/19/2025 |  | Staff | 5/5
Waitlist 0
Class #: Open | Regular Academic Session
8/25/2025–12/19/2025 |  | Staff | 5/5
Waitlist 0"
LTAM-X 800,INDIVIDUAL READINGS IN LATIN AMERICAN & CARIBBEAN STUDIES,1–6 credits,,"Individualized course for readings based on student interests in Latin America. Draws upon materials from anthropology, business, economics, education, fine arts, folklore, geography, history, political science, sociology, and Spanish and Portuguese literature.","Spring, Summer, Fall","Class #: Open | Regular Academic Session
8/25/2025–12/19/2025 |  | Daniel Suslak | 9/10
Waitlist 0
Class #: Open | Regular Academic Session
8/25/2025–12/19/2025 |  | Staff | 10/10
Waitlist 0
Class #: Open | Regular Academic Session
8/25/2025–12/19/2025 |  | Staff | 5/5
Waitlist 0
Class #: Open | Regular Academic Session
8/25/2025–12/19/2025 |  | Staff | 5/5
Waitlist 0"
